,label,text,label_num 
2473,ham,"Subject: fw : father ' s letter 
- - - - - original message - - - - - 
from : michael boykin [ mailto : boykin @ flash . net ] 
sent : friday , january 26 , 2001 4 : 17 pm 
subject : fw : father ' s letter 
> father ' s love letter 
> 
> my child * 
> you may not know me , but i know everything about you * psalm 139 : 1 
> i know when you sit down and when you rise up * psalm 139 : 2 
> i am familiar with all your ways * psalm 139 : 3 
> even the very hairs on your head are numbered * matthew 10 : 29 - 31 
> for you were made in my image * genesis 1 : 27 
> in me you live and move and have your being * acts 17 : 28 
> for you are my offspring * acts 17 : 28 
> i knew you even before you were conceived * jeremiah 1 : 4 - 5 
> i chose you when i planned creation * ephesians 1 : 11 - 12 
> you were not a mistake , for all your days are written in my book * psalm 
139 : 15 - 16 
> i determined the exact time of your birth and where you would live * acts 
17 : 26 
> you are fearfully and wonderfully made * psalm 139 : 14 
> i knit you together in your mother ' s womb * psalm 139 : 13 
> and brought you forth on the day you were born * psalm 71 : 6 
> i have been misrepresented by those who don ' t know me * john 8 : 41 - 44 
> i am not distant and angry , but am the complete expression of love * 1 john 
4 : 16 
> and it is my desire to lavish my love on you * 1 john 3 : 1 
> simply because you are my child and i am your father * 1 john 3 : 1 
> i offer you more than your earthly father ever could * matthew 7 : 11 
> for i am the perfect father * matthew 5 : 48 
> every good gift that you receive comes from my hand * james 1 : 17 
> for i am your provider and i meet all your needs * matthew 6 : 31 - 33 
> my plan for your future has always been filled with hope * jeremiah 29 : 11 
> because i love you with an everlasting love * jeremiah 31 : 3 
> my thoughts toward you are countless as the sand on the seashore * psalm 
139 : 17 - 18 
> and i rejoice over you with singing * zephaniah 3 : 17 
> i will never stop doing good to you * jeremiah 32 : 40 
> for you are my treasured possession * exodus 19 : 5 
> i desire to establish you with all my heart and all my soul * jeremiah 32 : 41 
> and i want to show you great and marvelous things * jeremiah 33 : 3 
> if you seek me with all your heart , you will find me * deuteronomy 4 : 29 
> delight in me and i will give you the desires of your heart * psalm 37 : 4 
> for it is i who gave you those desires * philippians 2 : 13 
> i am able to do more for you than you could possibly imagine * ephesians 
3 : 20 
> for i am your greatest encourager * 2 thessalonians 2 : 16 - 17 
> i am also the father who comforts you in all your troubles * 2 corinthians 
1 : 3 - 4 
> when you are brokenhearted , i am close to you * psalm 34 : 18 
> as a shepherd carries a lamb , i have carried you close to my heart * isaiah 
40 : 11 
> one day i will wipe away every tear from your eyes * revelation 21 : 3 - 4 
> and i ' ll take away all the pain you have suffered on this earth * revelation 
21 : 3 - 4 
> i am your father , and i love you even as i love my son , jesus * john 17 : 23 
> for in jesus , my love for you is revealed * john 17 : 26 
> he is the exact representation of my being * hebrews 1 : 3 
> he came to demonstrate that i am for you , not against you * romans 8 : 31 
> and to tell you that i am not counting your sins * 2 corinthians 5 : 18 - 19 
> jesus died so that you and i could be reconciled * 2 corinthians 5 : 18 - 19 
> his death was the ultimate expression of my love for you * 1 john 4 : 10 
> i gave up everything i loved that i might gain your love * romans 8 : 31 - 32 
> if you receive the gift of my son jesus , you receive me * 1 john 2 : 23 
> and nothing will ever separate you from my love again * romans 8 : 38 - 39 
> come home and i ' ll throw the biggest party heaven has ever seen * luke 15 : 7 
> i have always been father , and will always be father * ephesians 3 : 14 - 15 
> my question is * will you be my child ? * john 1 : 12 - 13 
> i am waiting for you * luke 15 : 11 - 32 
> 
> love , your dad . almighty god 
> 
> written by barry adams copyright 1999 
> intended for personal use . no reprint without permission 
> 
> http : / / www . fathersloveletter . com / 
> 
>",0 
2031,ham,"Subject: tenaska gas management agreement 
daren , 
just following up on my email and call last week re : the cpi 
information - - just as soon as you can get that to me i will be able to get out 
a revised draft . i know folks are anxious so let me know if there is someone 
else you would like me to ask about this 
thanks for your help , 
sandi 
- - - - - forwarded by sandi m braband / hou / ect on 11 / 14 / 2000 11 : 32 am - - - - - 
sandi m braband 
10 / 31 / 2000 02 : 14 pm 
to : daren j farmer / hou / ect @ ect 
cc : 
subject : tenaska gas management agreement 
daren , 
can you get me the specifics on the consumer price index as you all would 
like to see it referenced in the agreement . is there a specific publication 
that i can reference like i do for hsc proces in the first of the month 
inside ferc - - let me know",0 
2482,ham,"Subject: hpl nom for january 30 , 2001 
( see attached file : hplnol 30 . xls ) 
- hplnol 30 . xls",0 
4742,spam,"Subject: you ' ll need your tracking # k 5 465335 
hi , 
did you recieve my email from last week ? i ' m happy to tell you 
that you are approved for a home loan with a 4 . 77 % rate . 
your tracking number is # d 8 635 827 
you must visit the link below in 24 hrs to confirm your details . 
http : / / piece . aaoeuro . us 
best regards , 
danial muller 
senior account officer 
national equity corp 
",1 
723,ham,"Subject: entex revised estimates for 4 / 00 
the attached spreadsheet has the revised estimates for entex citygate loads 
for april . if you need me to get with pops / unify to correct or change the 
estimates please give me a call . 
thanks 
gary",0 
489,ham,"Subject: march 2000 activity ; enichem elastomers americas , inc . 
i have been told this counterparty has scheduled some maintenance for march 
22 nd through march 23 rd or 24 th . 
hpl is selling them 2 . 0 / day ; sitara # : 92794 . the 2 . 0 / d is the only 
activity at the meter . 
please advise .",0 
2227,ham,"Subject: re : tenaska iv 10 / 00 
megan , james , and i met regarding the payment due tenaska iv . i am ok with 
paying what is in the system right now . however , i would like for all of us 
to meet today regarding some accounting issues , what is everyone ' s 
availability for this afternoon ? 
please let me know asap . 
daren j farmer @ ect 
12 / 12 / 2000 04 : 48 pm 
to : greg whiting / corp / enron @ enron , troy klussmann / hou / ect @ ect , james 
armstrong / hou / ect @ ect , megan parker / corp / enron @ enron , jim 
pond / corp / enron @ enron 
cc : 
subject : tenaska iv 10 / 00 
in most cases , ena will be a net buyer from tenaska iv for activity related 
to the cleburne plant . however , for october 2000 , the plant was down the 
majority of the month and ena sold off the supply , resulting in ena owing 
money to tenaska iv . 
i have created deal 529856 with a demand of $ 1 , 798 , 389 . 73 , which is the 
calculated amount of income on the cleburne desk . ( please see the attached 
schedule . ) we need to pass this income on to tenaska iv . do we need to pay 
this amount ( wire from ena to tenaska iv ) or is there another way to do 
this ? this is the case for october 2000 and could possibly happen again in 
the future . 
greg , troy , jim - please let me know what you think about settling this . 
megan - don ' t pay the amount until we here from the greg , troy and jim . 
also , make sure that we have received dollars from the spot sales before we 
reimburse tenaska iv . 
d 
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 12 / 12 / 2000 
04 : 37 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - 
enron north america corp . 
from : megan parker @ enron 12 / 07 / 2000 09 : 18 am 
to : daren j farmer / hou / ect @ ect 
cc : 
subject : tenaska iv 10 / 00 
we have actuals . the larger of the two volumes is 1 , 395 , 000 , which is 
45 , 000 / day , so the demand rate in deal 514353 is fine . i am having a 
problem , though , with the way it is coming to settlements . it is showing up 
with a jan 2003 delivery date . i think the demand fee needs to be on 10 / 1 
only . right now , it is on a line with a date of 10 / 1 / 00 to 12 / 31 / 36 . i 
think this is confusing the system some how . also , we still need the 
purchase deal for tenaska iv . it should be for a demand fee of $ 2 , 571 , 135 . 73 
booked to the cleburne desk . we actually owe $ 1 , 798 , 389 . 73 , but i need to 
net the tenaska iv sales with the purchase to clear those receivables . james 
is calling me every day asking for an update . do you know when we will be 
able to get this in the system ? i have attached my spreadsheet so you can 
see the numbers . 
megan",0 
2841,ham,"Subject: re : noms / actual flow for 3 / 22 / 01 
we agree with the nomination . 
"" eileen ponton "" on 03 / 23 / 2001 09 : 56 : 45 am 
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa 
jones / texas utilities @ tu , hpl . scheduling @ enron . com , 
liz . bellamy @ enron . com 
cc : 
subject : noms / actual flow for 3 / 22 / 01 
nom mcf mmbtu 
38 , 334 36 , 871 37 , 867 
btu = 1 . 027",0 
1516,ham,"Subject: inactivations 
reminder : 
records on the august 2000 name change / merger notification report will be 
inactivated tomorrow afternoon 9 / 01 .",0 
3901,spam,"Subject: generic viag [ ra . the best $ 2 . 50 you ' ll ever spend ! 
",1 
2061,ham,"Subject: big thicket allocation 
anita , 
after speaking with gary lamphier , big thicket ' s allocation for 
pecos ' / roberson ' s portion will be done differently . historically , their 
portion of the allocation was reduced for shrinkage . effective with october 
00 ' s allocation , shrink will no longer be deducted . the full amount of 
pecos / roberson ' s gas received at meter 6753 and delivered out at meter 8714 
( vastar ) will be kept whole . i spoke with your contact harold mcgee at big 
thicket and he spoke with pecos / roberson regarding this and everyone is 
agreement . your allocation process will be done the same , however the 
pecos / roberson number on the allocation statement will no longer have 
shrinkage deducted . i have gone over the numbers for october with harold and 
he has stated the 23 , 174 is the amount that will be allocated to 
pecos / roberson , 946 will go to jay , and 9114 will be for enron ( this portion 
has always been kept whole ) . can you please make sure that this is done . if 
there are any questions , please let me know . thanks .",0 
4775,spam,"Subject: congratulations 
from : government accredited licensed lottery 
promoters . winning notice 
for category a winner 
dear lucky winner , 
re : bonus lottery promotion prize awards winning 
notification 
we are pleased to inform you of the result of the just 
concluded annual final draws of de lotto netherlands 
international lottery programs . 
the online cyber lotto draws was conducted from an 
exclusive list of 25 , 000 e - mail addresses of 
individual and corporate bodies picked by an 
advanced automated random computer search from the 
internet . no tickets were sold . 
after this automated computer ballot , your e - mail 
address emerged as one of two winners in the category 
a with the following : 
ref number : 35149 / 337 - 5247 / lni 
batch number : 26371545 - lni / 2005 
ticket number : 54866235 
you as well as the other winner are therefore to 
receive a cash prize of ? 1 , 500 , 000 . 00 . ( one million , 
five hundred thousand euro only ) each from the total 
payout . 
your prize award has been insured with your e - mail 
address and will be transferred to you upon meeting 
our requirements , statutory obligations , 
verifications , validations and satisfactory report . 
to begin the claims processing of your prize winnings 
you are advised to contact our licensed and accredited 
claims agent for category a winners with the 
information below : 
mr . phin jones , 
financial director , 
netherlands development finance company , 
de amsterdam ' s 
port bijlmerplein 
888 1102 mg amsterdam 
1000 bv amsterdam 
e - mail : phinjoneso 2 @ netscape . net 
tel : + 31 . 616 . 128 . 445 
fax : + 31 . 847 - 300 - 746 
note : all winnings must be claimed not later than 20 
days . after this date all unclaimed funds would be 
included in the next stake . remember to quote your 
reference information in all correspondence . 
you are to keep all lotto information away from the 
general public especially your reference and ticket 
numbers . ( this is important as a case of double claims 
will not be entertained ) . 
anybody under the age of 18 and members of the 
affiliate agencies are automatically not allowed to 
participate in this program . 
thank you and congratulations ! ! ! 
yours faithfully , 
mrs . mildred hugo 
games / lottery coordinator . 
de lotto netherlands international 
www . lotto . nl 
",1 
3036,ham,"Subject: re : bad debt 
team : 
our objective is to define an action plan for each account and dedicate resources to implement the collection process . 
regards , 
brian 
janet h wallis 
04 / 10 / 2001 01 : 12 pm 
to : gary w lamphier / hou / ect @ ect , lee l papayoti / hou / ect @ ect , gerald lofton / hou / ect @ ect , michael c bilberry / hou / ect @ ect , daren farmer 
